0, 0.539036
1, 0.585427
2, 0.593883
3, 0.589531
4, 0.624883
5, 0.654028
6, 0.639900
7, 0.687655
8, 0.717148
9, 0.725714
10, 0.741532
11, 0.767425
12, 0.788344
13, 0.806210
14, 0.840720
15, 0.765638
16, 0.766312
17, 0.777480
18, 0.781782
19, 0.744950
20, 0.772462
21, 0.782582
22, 0.794034
23, 0.812589
24, 0.820647
25, 0.769504
26, 0.804330
27, 0.738874
28, 0.744994
29, 0.765563
30, 0.794912
31, 0.810031
32, 0.822896
33, 0.831426
34, 0.829259
35, 0.826147
36, 0.843463
37, 0.840982
38, 0.844536
39, 0.810477
40, 0.868766
41, 0.890590
42, 0.886655
43, 0.885136
44, 0.894114
45, 0.898127
46, 0.898883
47, 0.913451
48, 0.913375
49, 0.919985
50, 0.949558
51, 0.951129
52, 0.953792
53, 0.956680
54, 0.958413
55, 0.960361
56, 0.973657
57, 0.973803
58, 0.976230
59, 0.975216
60, 0.975165
61, 0.978582
62, 0.978312
63, 0.987655
64, 0.987592
65, 0.988331
66, 0.989141
67, 0.990199
68, 0.989621
69, 0.990375
70, 0.991256
71, 0.991113
72, 0.991655
73, 0.991993
74, 0.991848
75, 0.992225
76, 0.992565
77, 0.992816
78, 0.992921
79, 0.993531
80, 0.993612
81, 0.994853
82, 0.994837
83, 0.994351
84, 0.994451
85, 0.994362
86, 0.994241
87, 0.994347
88, 0.994364
89, 0.994572
90, 0.994365
91, 0.994805
92, 0.994629
93, 0.994887
94, 0.995203
95, 0.995188
96, 0.995372
97, 0.995819
98, 0.995366
99, 0.995115
100, 0.995299

